テーブルキー,ビュー名(テーブル名),元ファイル名,カラム名,データ型,NULL許容しない,主キー
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,シート種別,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,事業年度,BIGINT,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,予算事業ID,BIGINT,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,事業名,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,建制順,BIGINT,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,所管府省庁,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,府省庁,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,局・庁,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,部,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,課,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,室,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,班,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,係,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,その他担当組織_作成責任者_no,BIGINT,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,府省庁（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,局・庁（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,部（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,課（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,室（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,班（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,係（その他担当組織）,VARCHAR,False,False
tbl_1_1,基本情報_組織情報,1-1_RS_2024_基本情報_組織情報.zip,作成責任者,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,シート種別,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業年度,BIGINT,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,予算事業ID,BIGINT,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業名,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,府省庁の建制順,BIGINT,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,政策所管府省庁,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,府省庁,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,局・庁,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,部,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,課,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,室,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,班,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,係,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業の目的,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,現状・課題,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業の概要,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業概要URL,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業区分,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業開始年度,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,開始年度不明,BOOLEAN,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,事業終了（予定）年度,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,終了予定なし,BOOLEAN,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,主要経費,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,備考,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ー直接実施,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ー補助,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ー負担,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ー交付,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ー分担金・拠出金,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,実施方法ーその他,DOUBLE,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,旧事業番号,VARCHAR,False,False
tbl_1_2,基本情報_事業概要等,1-2_RS_2024_基本情報_事業概要等.zip,整理表表示順,DOUBLE,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,シート種別,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,事業年度,BIGINT,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,予算事業ID,BIGINT,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,事業名,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,府省庁の建制順,BIGINT,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,政策所管府省庁,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,府省庁,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,局・庁,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,部,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,課,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,室,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,班,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,係,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,番号（政策・施策）,DOUBLE,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,政策所管府省庁_P,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,政策,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,施策,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,政策・施策URL,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,番号（根拠法令）,DOUBLE,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,法令名,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,法令番号,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,法令ID,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,条,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,項,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,号・号の細分,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,番号（関係する計画・通知等）,DOUBLE,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,計画通知名,VARCHAR,False,False
tbl_1_3,基本情報_政策・施策、法令等,1-3_RS_2024_基本情報_政策・施策、法令等.zip,計画通知等URL,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,シート種別,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,事業年度,BIGINT,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,予算事業ID,BIGINT,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,事業名,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,府省庁の建制順,BIGINT,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,政策所管府省庁,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,府省庁,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,局・庁,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,部,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,課,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,室,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,班,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,係,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,番号（補助率等）,DOUBLE,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,補助対象,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,補助率,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,補助上限等,VARCHAR,False,False
tbl_1_4,基本情報_補助率等,1-4_RS_2024_基本情報_補助率等.zip,補助率URL,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,シート種別,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,事業年度,BIGINT,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,予算事業ID,BIGINT,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,事業名,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,府省庁の建制順,BIGINT,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,政策所管府省庁,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,府省庁,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,局・庁,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,部,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,課,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,室,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,班,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,係,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,番号（関連事業）,DOUBLE,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,関連事業の事業ID,DOUBLE,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,関連事業の事業名,VARCHAR,False,False
tbl_1_5,基本情報_関連事業,1-5_RS_2024_基本情報_関連事業.zip,関連性,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,シート種別,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,事業年度,BIGINT,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,予算事業ID,BIGINT,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,事業名,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,府省庁の建制順,BIGINT,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,政策所管府省庁,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,府省庁,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,局・庁,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,部,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,課,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,室,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,班,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,係,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,予算年度,BIGINT,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,当初予算（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,補正予算（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,前年度からの繰越し（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,予備費等（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,計（歳出予算現額合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,執行額（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,執行率,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,翌年度への繰越し(合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,翌年度要求額（合計）,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,主な増減理由,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,その他特記事項,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,会計区分,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,会計,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,勘定,VARCHAR,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,当初予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,第1次補正予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,第2次補正予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,第3次補正予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,第4次補正予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,第5次補正予算,DOUBLE,False,False
tbl_2_1,予算・執行_サマリ,2-1_RS_2024_予算・執行_サマリ.zip,前年度から繰越し,DOUBLE,False,False
